from,https://tools.miku.ac/cpu_rank/,https://tools-api-cn.hazymoon.vip/cpu_rank,,
,name,score,percentage,
2486,Intel Celeron G1620 @ 2.70GHz,1415,2,
2487,AMD Opteron 2214 HE,1415,2,
2488,Intel Celeron 4305U @ 2.20GHz,1413,2,
2489,MT6763V/CT,1412,2,
2490,MediaTek MT8768WA,1411,2,
2491,Intel Atom C2558 @ 2.40GHz,1410,2,
2492,Intel Core i7-2610UE @ 1.50GHz,1409,2,
2493,Qualcomm Technologies,score,percentage,2
2494,Intel Core2 Duo E8290 @ 2.83GHz,1408,2,
2495,AMD A4-6300 APU,1407,2,
2496,Intel Xeon E3-1220L v3 @ 1.10GHz,1407,2,
2497,Intel Celeron 1020E @ 2.20GHz,1406,2,
2498,MT6755V/B,1404,2,
2499,Intel Core i7-620LM @ 2.00GHz,1403,2,
2500,Intel Pentium G860 @ 3.00GHz,1402,2,
2501,Intel Core i5-3339Y @ 1.50GHz,1402,2,
2502,Intel Xeon E5320 @ 1.86GHz,1402,2,
2503,Intel Pentium G6951 @ 2.80GHz,1401,2,
2504,Intel Celeron N4000 @ 1.10GHz,1401,2,
2505,AMD Athlon 5150 APU,1400,2,
2506,AMD A8-3520M APU,1395,2,
2507,AMD Phenom II P960 Quad-Core,1394,2,
2508,Qualcomm Technologies,score,percentage,2
2509,MediaTek MT6763V/V,1391,2,
2510,MT6755V/W,1390,2,
2511,AMD Phenom 8600B Triple-Core,1390,2,
2512,AMD Phenom II X2 565,1389,2,
2513,Intel Core i5 U 540 @ 1.20GHz,1388,2,
2514,Intel Pentium 2020M @ 2.40GHz,1385,2,
2515,Intel Xeon L5310 @ 1.60GHz,1385,2,
2516,AMD E1-6050J APU,1385,2,
2517,AMD A6-3500 APU,1382,2,
2518,AMD A9-9400,1380,2,
2519,Samsung Exynos 7884,1374,2,
2520,Intel Atom x7-Z8750 @ 1.60GHz,1373,2,
2521,MT6752,1370,2,
2522,Athlon 64 Dual Core 4800+,1370,2,
2523,Intel Celeron 5205U @ 1.90GHz,1368,2,
2524,AMD Athlon 64 X2 4600+,1365,2,
2525,AMD GX-415GA SOC,1363,2,
2526,Intel Core i3-3217UE @ 1.60GHz,1362,2,
2527,AMD Phenom II X2 570,1360,2,
2528,MT6755V/WS,1359,2,
2529,AMD Opteron 2214,1358,2,
2530,Intel Pentium N3710 @ 1.60GHz,1358,2,
2531,AMD Athlon II X2 280,1355,2,
2532,Intel Core i3-2332M @ 2.20GHz,1353,2,
2533,Intel E1600 @ 2.40GHz,1349,2,
2534,AMD A4-5100 APU,1346,2,
2535,AMD Phenom 8750 Triple-Core,1343,2,
2536,Intel Pentium 3825U @ 1.90GHz,1343,2,
2537,ARM Cortex-A57 4 Core 2014 MHz,1343,2,
2538,AMD PRO A6-9500B,1340,2,
2539,Intel Xeon L3110 @ 3.00GHz,1338,2,
2540,Intel Pentium G645 @ 2.90GHz,1337,2,
2541,Intel Xeon L5240 @ 3.00GHz,1337,2,
2542,AMD Phenom II X2 B59,1337,2,
2543,AMD A6-9225,1335,2,
2544,Intel Core i5 U 430 @ 1.20GHz,1334,2,
2545,Intel Core i3-2370M @ 2.40GHz,1333,2,
2546,Intel Pentium G850 @ 2.90GHz,1333,2,
2547,AMD Athlon II X3 405e,1331,2,
2548,Intel Core2 Extreme X7850 @ 2.80GHz,1331,2,
2549,Intel Xeon E3120 @ 3.16GHz,1330,2,
2550,Intel Core2 Duo E8600 @ 3.33GHz,1330,2,
2551,Hisilicon Kirin 930,1330,2,
2552,AMD A4-5300 APU,1329,2,
2553,AMD A4-6300B APU,1328,2,
2554,AMD A4-5050 APU,1328,2,
2555,AMD Athlon X2 280,1327,2,
2556,Intel Core i5 750S @ 2.40GHz,1326,2,
2557,Intel Atom T5700 @ 1.70GHz,1326,2,
2558,Intel Xeon @ 2.20GHz,1324,2,
2559,MediaTek MT6762V/WR,1324,2,
2560,VIA QuadCore C4650@2.0GHz,1323,2,
2561,Intel Celeron 4205U @ 1.80GHz,1321,2,
2562,MediaTek MT6762V/WD,1321,2,
2563,AMD Athlon II X3 400e,1320,2,
2564,AMD Athlon X2 340 Dual Core,1319,2,
2565,AMD Phenom II P940 Quad-Core,1319,2,
2566,AMD Opteron 2393 SE,1317,2,
2567,Intel Core2 Duo L9400 @ 1.86GHz,1316,1,
2568,Intel Pentium N3700 @ 1.60GHz,1316,1,
2569,MT6763V/WT,1313,1,
2570,Intel Atom x7-Z8700 @ 1.60GHz,1312,1,
2571,ARM Cortex-A73 6 Core 1992 MHz,1311,1,
2572,Intel Core i3-4010Y @ 1.30GHz,1310,1,
2573,Intel Pentium G2020T @ 2.50GHz,1308,1,
2574,AMD Opteron 1212 HE,1308,1,
2575,Intel Core i5 520UM @ 1.07GHz,1307,1,
2576,Intel Xeon E5310 @ 1.60GHz,1306,1,
2577,AMD Phenom 9150e Quad-Core,1300,1,
2578,Intel Celeron G1610T @ 2.30GHz,1299,1,
2579,Intel Core i5-480M @ 2.67GHz,1299,1,
2580,AMD Phenom X4 Quad-Core GP-9500,1297,1,
2581,AMD A8-4555M APU,1296,1,
2582,Intel Pentium G6960 @ 2.93GHz,1293,1,
2583,Intel Core i5-460M @ 2.53GHz,1292,1,
2584,AMD A10 Micro-6700T APU,1291,1,
2585,AMD Phenom II X2 555,1290,1,
2586,Intel Celeron 3765U @ 1.90GHz,1286,1,
2587,AMD Athlon 64 X2 4200+,1285,1,
2588,AMD Turion X2 Dual Core Mobile RM-74,1283,1,
2589,Intel Core i5 U 470 @ 1.33GHz,1283,1,
2590,AMD Phenom 8850B Triple-Core,1281,1,
2591,AMD Phenom II X2 521,1279,1,
2592,AMD Phenom 9100e Quad-Core,1279,1,
2593,Athlon 64 Dual Core 4400+,1279,1,
2594,AMD A6-9230,1279,1,
2595,Unisoc UIS8581E,1279,1,
2596,AMD Sempron 240,1278,1,
2597,Intel Core i3-390M @ 2.67GHz,1278,1,
2598,Intel Celeron 1020M @ 2.10GHz,1275,1,
2599,Unisoc SC9863a,1272,1,
2600,AMD A4-5000 APU,1272,1,
2601,Intel Core i7-660UM @ 1.33GHz,1272,1,
2602,AMD Embedded G-Series GX-224IJ Radeon R4E,1271,1,
2603,MediaTek MT6765G,1270,1,
2604,AMD Opteron 2212,1270,1,
2605,AMD Athlon 64 X2 4800+,1269,1,
2606,Intel Celeron G555 @ 2.70GHz,1268,1,
2607,AMD A6-3420M APU,1268,1,
2608,AMD A6-9220,1265,1,
2609,Intel Pentium A1020 @ 2.41GHz,1265,1,
2610,Qualcomm Technologies,score,percentage,1
2611,Intel Core i3-2348M @ 2.30GHz,1264,1,
2612,Intel Celeron 2950M @ 2.00GHz,1264,1,
2613,MediaTek MT6762V/CB,1263,1,
2614,AMD Phenom II X620 Dual-Core,1262,1,
2615,Intel Pentium G6950 @ 2.80GHz,1262,1,
2616,AMD A6-5357M APU,1260,1,
2617,Intel Core i3-330E @ 2.13GHz,1260,1,
2618,MediaTek MT6757CD,1260,1,
2619,Intel Celeron 3855U @ 1.60GHz,1259,1,
2620,AMD Athlon64 X2 Dual Core 4800+,1258,1,
2621,AMD A4-9120,1257,1,
2622,Intel Pentium G630 @ 2.70GHz,1256,1,
2623,Intel Pentium G640 @ 2.80GHz,1255,1,
2624,AMD A4-5300B APU,1255,1,
2625,Intel Core i3-2350M @ 2.30GHz,1254,1,
2626,AMD Phenom II N850 Triple-Core,1253,1,
2627,AMD Athlon X2 Dual Core BE-2450,1251,1,
2628,AMD A6-5400K APU,1246,1,
2629,AMD Athlon II X2 B26,1245,1,
2630,Intel Atom C3338 @ 1.50GHz,1245,1,
2631,ARM Cortex-A72 4 Core 2300 MHz,1244,1,
2632,Intel Xeon E3110 @ 3.00GHz,1242,1,
2633,Intel Pentium G645T @ 2.50GHz,1241,1,
2634,Intel Core2 Duo E8435 @ 3.06GHz,1240,1,
2635,Intel Core i3-3227U @ 1.90GHz,1239,1,
2636,Qualcomm Technologies,score,percentage,1
2637,Intel Xeon X5260 @ 3.33GHz,1238,1,
2638,Intel Pentium J2900 @ 2.41GHz,1238,1,
2639,Intel Pentium 3550M @ 2.30GHz,1238,1,
2640,Intel Celeron J3355 @ 2.00GHz,1235,1,
2641,AMD Athlon II X2 265,1233,1,
2642,Intel Core2 Duo E8500 @ 3.16GHz,1232,1,
2643,AMD A8-3500M APU,1232,1,
2644,Intel Atom x5-Z8500 @ 1.44GHz,1230,1,
2645,Intel Core i3-4012Y @ 1.50GHz,1229,1,
2646,AMD Phenom X4 Quad-Core GP-9530,1228,1,
2647,AMD Sempron 3850 APU,1227,1,
2648,Intel Pentium G620 @ 2.60GHz,1226,1,
2649,AMD Athlon II X2 270,1226,1,
2650,Intel Celeron 3865U @ 1.80GHz,1225,1,
2651,Intel Xeon E5-26xx v4,1222,1,
2652,AMD Phenom II X3 705e,1222,1,
2653,Intel Pentium N3540 @ 2.16GHz,1215,1,
2654,AMD R-272F APU,1215,1,
2655,AMD Phenom II P860 Triple-Core,1214,1,
2656,AMD A4-4020 APU,1214,1,
2657,Intel Celeron J3160 @ 1.60GHz,1214,1,
2658,AMD Phenom X4 Quad-Core GS-5560,1211,1,
2659,AMD A4-9125,1211,1,
2660,Intel Core i3-2328M @ 2.20GHz,1210,1,
2661,AMD Phenom 8600 Triple-Core,1210,1,
2662,Intel Core2 Duo T9900 @ 3.06GHz,1208,1,
2663,Intel Core i5-430M @ 2.27GHz,1208,1,
2664,Intel Core i3-2330M @ 2.20GHz,1207,1,
2665,Intel Celeron G550 @ 2.60GHz,1207,1,
2666,Intel Core2 Extreme X9000 @ 2.80GHz,1207,1,
2667,AMD Phenom 8650 Triple-Core,1205,1,
2668,AMD Phenom II X2 545,1204,1,
2669,AMD Athlon Dual-Core QL-65,1200,1,
2670,Intel Pentium N3530 @ 2.16GHz,1198,1,
2671,AMD Opteron 2222,1198,1,
2672,Intel Celeron N3150 @ 1.60GHz,1196,1,
2673,Intel Atom x5-Z8550 @ 1.44GHz,1193,1,
2674,Intel Core i3 U 380 @ 1.33GHz,1189,1,
2675,Qualcomm Technologies,score,percentage,1
2676,AMD Phenom 8750B Triple-Core,1188,1,
2677,Intel Core2 Duo E8335 @ 2.93GHz,1187,1,
2678,Intel Core2 Extreme X9100 @ 3.06GHz,1187,1,
2679,MediaTek MT6762V/WB,1185,1,
2680,Intel Pentium E6800 @ 3.33GHz,1184,1,
2681,Intel Core i5-450M @ 2.40GHz,1184,1,
2682,AMD R-460L APU,1183,1,
2683,Intel Core i3-2310M @ 2.10GHz,1182,1,
2684,Intel Celeron 3755U @ 1.70GHz,1182,1,
2685,Intel Core2 Duo E7600 @ 3.06GHz,1180,1,
2686,AMD Phenom X2 Dual-Core GP-5000,1180,1,
2687,Intel Celeron 3965Y @ 1.50GHz,1179,1,
2688,AMD A6-9210,1177,1,
2689,Intel Core i3-3217U @ 1.80GHz,1175,1,
2690,AMD A4-4000 APU,1175,1,
2691,Intel Celeron G540T @ 2.10GHz,1174,1,
2692,AMD Phenom II X2 550,1174,1,
2693,AMD A6-3400M APU,1173,1,
2694,Intel Core2 Duo E8335 @ 2.66GHz,1172,1,
2695,Intel Xeon Gold 6133 @ 2.50GHz,1172,1,
2696,MT6755V/CM,1172,1,
2697,MT6755M,1172,1,
2698,Intel Core2 Duo T9800 @ 2.93GHz,1171,1,
2699,MT6755,1170,1,
2700,Qualcomm Technologies,score,percentage,1
2701,Qualcomm Technologies,score,percentage,1
2702,AMD Phenom II X640 Dual-Core,1165,1,
2703,Intel Core2 Duo E8400 @ 3.00GHz,1164,1,
2704,AMD E2-6110 APU,1164,1,
2705,AMD A6-9220C,1163,1,
2706,AMD Phenom II X2 511,1163,1,
2707,AMD Phenom 8450 Triple-Core,1163,1,
2708,Intel Pentium E6700 @ 3.20GHz,1162,1,
2709,MT6757WH,1161,1,
2710,Qualcomm MSM8996,1160,1,
2711,AMD Phenom II P920 Quad-Core,1160,1,
2712,MTK6757,1158,1,
2713,Athlon 64 Dual Core 4200+,1156,1,
2714,AMD QC-4000,1155,1,
2715,Intel Core i3-380M @ 2.53GHz,1153,1,
2716,AMD A6-3410MX APU,1152,1,
2717,Unisoc ums312,1152,1,
2718,AMD Phenom II X2 B55,1151,1,
2719,AMD Athlon II X2 255,1148,1,
2720,Intel Pentium 977 @ 1.40GHz,1148,1,
2721,AMD A6 Micro-6500T APU,1146,1,
2722,Intel Celeron N3350 @ 1.10GHz,1145,1,
2723,AMD Athlon X2 Dual-Core QL-67,1144,1,
2724,AMD Phenom 8850 Triple-Core,1142,1,
2725,Intel Atom Z3795 @ 1.60GHz,1142,1,
2726,Intel Pentium G840 @ 2.80GHz,1140,1,
2727,Intel Pentium G640T @ 2.40GHz,1139,1,
2728,AMD Phenom II N870 Triple-Core,1139,1,
2729,Intel Core i5 S 750 @ 2.40GHz,1139,1,
2730,AMD A9-9420e,1139,1,
2731,Intel Core i3-2312M @ 2.10GHz,1138,1,
2732,Intel Core2 Extreme X7800 @ 2.60GHz,1138,1,
2733,AMD Athlon64 X2 Dual Core 4400+,1138,1,
2734,AMD Phenom II N830 Triple-Core,1137,1,
2735,Intel Core2 Duo E6850 @ 3.00GHz,1136,1,
2736,Intel Celeron J1900 @ 1.99GHz,1136,1,
2737,Intel Xeon W3505 @ 2.53GHz,1136,1,
2738,AMD Phenom 8450e Triple-Core,1134,1,
2739,AMD A6-5350M APU,1131,1,
2740,AMD A4-5150M APU,1129,1,
2741,AMD A8-7050,1129,1,
2742,Intel Core i3 U 330 @ 1.20GHz,1128,1,
2743,AMD Phenom II X2 B53,1126,1,
2744,AMD Phenom II P840 Triple-Core,1124,1,
2745,AMD A6-5345M APU,1122,1,
2746,Intel Core i3-370M @ 2.40GHz,1121,1,
2747,Intel Pentium N3520 @ 2.16GHz,1119,1,
2748,Intel Pentium E5800 @ 3.20GHz,1119,1,
2749,Intel Xeon L5320 @ 1.86GHz,1118,1,
2750,Intel Pentium 2127U @ 1.90GHz,1117,1,
2751,Intel Pentium A1018 @ 2.10GHz,1117,1,
2752,Intel Celeron 3215U @ 1.70GHz,1117,1,
2753,Intel Celeron G1820TE @ 2.20GHz,1115,1,
2754,AMD E2-3800 APU,1114,1,
2755,AMD Phenom 8250 Triple-Core,1114,1,
2756,Intel Celeron G540 @ 2.50GHz,1112,1,
2757,AMD Opteron 2220,1106,1,
2758,ARM Cortex-A72 6 Core 1416 MHz,1106,1,
2759,AMD Athlon II X2 210e,1105,1,
2760,Intel Core2 Duo P9700 @ 2.80GHz,1103,1,
2761,Intel Celeron G550T @ 2.20GHz,1102,1,
2762,AMD Phenom II X2 B57,1099,1,
2763,Intel Core2 Duo E8135 @ 2.66GHz,1099,1,
2764,Intel Core2 Duo E7500 @ 2.93GHz,1096,1,
2765,Intel Xeon 3075 @ 2.66GHz,1096,1,
2766,AMD Athlon 64 X2 Dual Core BE-230,1095,1,
2767,AMD PRO A4-4350B,1093,1,
2768,Intel Celeron 2002E @ 1.50GHz,1091,1,
2769,AMD Athlon II X2 B28,1091,1,
2770,AMD Athlon II X2 260,1090,1,
2771,AMD Turion 64 X2 TL-60,1090,1,
2772,Intel Core i7-640UM @ 1.20GHz,1090,1,
2773,AMD Opteron 1222,1089,1,
2774,MT6795,1088,1,
2775,Intel Celeron G1101 @ 2.27GHz,1086,1,
2776,Intel Pentium B970 @ 2.30GHz,1085,1,
2777,AMD Phenom 8400 Triple-Core,1085,1,
2778,Intel Pentium 3805U @ 1.90GHz,1085,1,
2779,Qualcomm MSM 8939 HUAWEI TEXAS-A1,1085,1,
2780,15/70,1085,1,
2781,AMD Phenom 8250e Triple-Core,1084,1,
2782,AMD AthlonX2 DualCore QL-64,1083,1,
2783,Intel Pentium B980 @ 2.40GHz,1082,1,
2784,AMD Sempron Dual Core 4900,1081,1,
2785,Intel Celeron G530 @ 2.40GHz,1080,1,
2786,MediaTek MT6750T,1080,1,
2787,Intel Core2 Duo T9600 @ 2.80GHz,1078,1,
2788,AMD A4-3420 APU,1078,1,
2789,AMD A6-1450 APU,1077,1,
2790,AMD Athlon II X2 245e,1075,1,
2791,AMD Athlon II X2 B24,1073,1,
2792,AMD Athlon II X2 250,1070,1,
2793,AMD TurionX2 Dual Core Mobile RM-74,1070,1,
2794,AMD Turion 64 X2 TL-62,1070,1,
2795,Intel Xeon 3085 @ 3.00GHz,1070,1,
2796,MT6755BM,1070,1,
2797,Intel Core2 Duo P9600 @ 2.66GHz,1069,1,
2798,Intel Celeron N3160 @ 1.60GHz,1069,1,
2799,Intel Celeron 1005M @ 1.90GHz,1068,1,
2800,AMD Phenom II P820 Triple-Core,1068,1,
2801,MediaTek MT6750V/WT,1068,1,
2802,AMD Phenom II N660 Dual-Core,1065,1,
2803,AMD GX-412HC,1065,1,
2804,AMD Phenom X4 Quad-Core GS-6560,1063,1,
2805,AMD A6-9200,1062,1,
2806,ARM Cortex-A72 4 Core 1800 MHz,1061,1,
2807,Qualcomm MSM8992,1061,1,
2808,Intel Pentium E6500 @ 2.93GHz,1060,1,
2809,AMD Athlon II X2 4400e,1059,1,
2810,Intel Celeron T1700 @ 1.83GHz,1058,1,
2811,AMD Embedded G-Series GX-215JJ Radeon R2E,1057,1,
2812,Intel Celeron 2980U @ 1.60GHz,1056,1,
2813,Intel Core i3-350M @ 2.27GHz,1056,1,
2814,Intel Celeron G530T @ 2.00GHz,1055,1,
2815,Intel Xeon W3503 @ 2.40GHz,1052,1,
2816,AMD Athlon II X2 245,1051,1,
2817,Qualcomm MSM 8939 HUAWEI KIW-L24,1051,1,
2818,AMD Athlon II X2 235e,1049,1,
2819,AMD Athlon II X2 250e,1046,1,
2820,Intel Core i7-680UM @ 1.47GHz,1046,1,
2821,AMD Athlon Dual-Core QL-62,1045,1,
2822,Intel Pentium E6600 @ 3.06GHz,1044,1,
2823,MediaTek MT6753T,1044,1,
2824,AMD A4-3400 APU,1040,1,
2825,AMD GX-222GC SOC,1038,1,
2826,AMD Athlon 7850 Dual-Core,1037,1,
2827,AMD Opteron 1220,1036,1,
2828,AMD Opteron 2218,1036,1,
2829,Intel Core2 Duo E8300 @ 2.83GHz,1034,1,
2830,Samsung EXYNOS5433,1033,1,
2831,Intel Pentium G630T @ 2.30GHz,1029,1,
2832,Intel Celeron U1900 @ 1.99GHz,1028,1,
2833,Intel Xeon 3070 @ 2.66GHz,1025,1,
2834,Intel Atom E3845 @ 1.91GHz,1024,1,
2835,Intel 1500 @ 2.00GHz,1024,1,
2836,AMD A4 PRO-7350B,1024,1,
2837,Qualcomm MSM 8939 HUAWEI KIW-L21,1023,1,
2838,ARM Cortex-A57 8 Core 1500 MHz,1022,1,
2839,Intel Celeron 1000M @ 1.80GHz,1022,1,
2840,Intel Core2 Duo P7700 @ 1.80GHz,1021,1,
2841,AMD Athlon X2 Dual-Core QL-65,1020,1,
2842,MediaTek MT6762G,1020,1,
2843,MediaTek MT6762V/WA,1019,1,
2844,Intel Core2 Extreme X7900 @ 2.80GHz,1018,1,
2845,Intel Celeron N2940 @ 1.83GHz,1018,1,
2846,AMD Athlon II X2 B22,1017,1,
2847,Intel Pentium J2850 @ 2.41GHz,1016,1,
2848,AMD Turion II Ultra Dual-Core Mobile M640,1016,1,
2849,AMD Athlon X2 240e,1015,1,
2850,Intel Pentium 3558U @ 1.70GHz,1015,1,
2851,AMD A6 PRO-7050B APU,1015,1,
2852,Intel Core i5-560UM @ 1.33GHz,1015,1,
2853,Intel Pentium E5500 @ 2.80GHz,1014,1,
2854,Qualcomm MSM8939,1013,1,
2855,Intel Core2 Duo P9600 @ 2.53GHz,1012,1,
2856,AMD Turion II Ultra Dual-Core Mobile M660,1011,1,
2857,Intel Pentium E5700 @ 3.00GHz,1010,1,
2858,AMD Phenom X2 Dual-Core GE-7060,1010,1,
2859,AMD A6-7000,1010,1,
2860,AMD Athlon X2 Dual Core LS-5800,1009,1,
2861,Intel Core i5-2537M @ 1.40GHz,1007,1,
2862,Intel Core2 Duo E8200 @ 2.66GHz,1007,1,
2863,MediaTek MT6762V/CA,1007,1,
2864,AMD Athlon II X2 220,1006,1,
2865,Intel Pentium 2117U @ 1.80GHz,1006,1,
2866,AMD Athlon64 X2 Dual Core 4200+,1006,1,
2867,Intel Core2 Duo T9500 @ 2.60GHz,1004,1,
2868,Intel Pentium 3556U @ 1.70GHz,1004,1,
2869,AMD A4 Micro-6400T APU,1004,1,
2870,Pentium Dual-Core T4500 @ 2.30GHz,1003,1,
2871,Intel Core i5-540UM @ 1.20GHz,1002,1,
2872,AMD A6-4400M APU,997,1,
2873,AMD Athlon X2 215,996,1,
2874,Intel Core2 Duo E8235 @ 2.80GHz,995,1,
2875,Intel Celeron N2930 @ 1.83GHz,994,1,
2876,AMD Athlon X2 250,993,1,
2877,AMD Sempron 2650 APU with Radeon R3,993,1,
2878,Intel Celeron 2981U @ 1.60GHz,991,1,
2879,AMD E2-9010,991,1,
2880,AMD Phenom II N620 Dual-Core,990,1,
2881,AMD Athlon II X2 4300e,990,1,
2882,Qualcomm Technologies,score,percentage,1
2883,Intel Core2 Duo E6750 @ 2.66GHz,989,1,
2884,AMD A4-4300M APU,989,1,
2885,Intel Core2 Duo U9400 @ 1.40GHz,989,1,
2886,Intel Core2 Duo SP9400 @ 2.40GHz,988,1,
2887,Intel Core2 Duo E6700 @ 2.66GHz,987,1,
2888,Intel Pentium Extreme Edition 965 @ 3.73GHz,987,1,
2889,Nvidia Tegra T132,987,1,
2890,Intel Atom x5-E8000 @ 1.04GHz,985,1,
2891,AMD AthlonX2 DualCore QL-60,984,1,
2892,MT6755V/WM,981,1,
2893,Intel 1400 @ 1.83GHz,980,1,
2894,Intel Core i3-3229Y @ 1.40GHz,978,1,
2895,Intel Core i3-330M @ 2.13GHz,978,1,
2896,Intel Core2 Duo E7200 @ 2.53GHz,976,1,
2897,Intel Core i3-2340UE @ 1.30GHz,976,1,
2898,Intel Core2 Duo E8135 @ 2.40GHz,973,1,
2899,AMD Athlon 64 FX-74,972,1,
2900,AMD E2-3200 APU,971,1,
2901,AMD Opteron 1210 HE,971,1,
2902,AMD Athlon 64 X2 Dual Core TK-57,971,1,
2903,Intel Pentium B950 @ 2.10GHz,970,1,
2904,AMD Athlon64 X2 Dual Core 3800+,970,1,
2905,AMD Athlon X2 Dual-Core QL-62,969,1,
2906,MT6795M,968,1,
2907,AMD Athlon 64 X2 Dual Core 6400+,967,1,
2908,Intel Pentium E6300 @ 2.80GHz,967,1,
2909,Intel Pentium M 000 @ 2.16GHz,967,1,
2910,AMD Phenom II N640 Dual-Core,965,1,
2911,Intel Core i7-620UM @ 1.07GHz,964,1,
2912,Intel Xeon 5160 @ 3.00GHz,963,1,
2913,AMD Opteron 256,963,1,
2914,AMD Opteron 265,963,1,
2915,Intel Celeron 1037U @ 1.80GHz,962,1,
2916,AMD Athlon II X2 240e,962,1,
2917,ARM Cortex-A57 4 Core 1479 MHz,962,1,
2918,Intel Core2 Duo E7400 @ 2.80GHz,961,1,
2919,AMD A4-3300 APU,961,1,
2920,AMD AthlonX2 DualCore QL-66,961,1,
2921,AMD Phenom X3 8550,961,1,
2922,AMD E1 Micro-6200T APU + AMD Radeon R2 Graphics,960,1,
2923,Intel Atom C2538 @ 2.40GHz,960,1,
2924,Intel Core2 Duo P9500 @ 2.53GHz,959,1,
2925,AMD A6-9220e,957,1,
2926,AMD Opteron 285,956,1,
2927,AMD Athlon 64 X2 TK-55,955,1,
2928,AMD R-260H APU,954,1,
2929,MediaTek MT6750,954,1,
2930,AMD Opteron 290,952,1,
2931,AMD TurionX2 Dual Core Mobile RM-76,951,1,
2932,Intel Xeon E7- 8870 @ 2.40GHz,950,1,
2933,Samsung J7 Max LTE SWA board based on MT6757V/WL,950,1,
2934,AMD AthlonX2 DualCore QL-62,948,1,
2935,AMD Sempron Dual Core 4700,948,1,
2936,Qualcomm Technologies,score,percentage,1
2937,Intel Core2 Duo P7500 @ 1.60GHz,945,1,
2938,VIA Eden X4 C4250 @ 1.2+GHz,944,1,
2939,AMD Athlon 64 FX-62 Dual Core,943,1,
2940,Intel Celeron J1850 @ 1.99GHz,942,1,
2941,AMD Athlon II X2 215,942,1,
2942,Intel Core2 Duo P8700 @ 2.53GHz,941,1,
2943,tn8,941,1,
2944,Intel Core2 Duo E7300 @ 2.66GHz,940,1,
2945,AMD Athlon 7750 Dual-Core,940,1,
2946,Intel Xeon 3060 @ 2.40GHz,939,1,
2947,AMD Athlon X2 255,938,1,
2948,AMD Athlon Dual-Core QL-64,936,1,
2949,Intel Celeron E3500 @ 2.70GHz,935,1,
2950,AMD Phenom II P650 Dual-Core,933,1,
2951,Intel Core2 Duo T7800 @ 2.60GHz,932,1,
2952,Intel Celeron B840 @ 1.90GHz,930,1,
2953,AMD Athlon X2 Dual-Core QL-64,930,1,
2954,AMD Sempron X2 198 Dual-Core,930,1,
2955,AMD E2-9000,930,1,
2956,Qualcomm Technologies,score,percentage,1
2957,Intel Xeon L3406 @ 2.27GHz,928,1,
2958,Intel Pentium E5400 @ 2.70GHz,927,1,
2959,AMD Athlon X2 Dual-Core QL-60,927,1,
2960,Intel Core2 Duo T9300 @ 2.50GHz,924,1,
2961,AMD Turion II Ultra Dual-Core Mobile M600,923,1,
2962,AMD Opteron 1210,923,1,
2963,Intel Core2 Duo P8800 @ 2.66GHz,922,1,
2964,AMD E2-9030,922,1,
2965,AMD Athlon 64 X2 Dual Core 6000+,921,1,
2966,AMD Athlon X2 240,921,1,
2967,MediaTek MT6753,920,1,
2968,Intel Core2 Duo T9400 @ 2.53GHz,918,1,
2969,AMD Athlon II X2 240,918,1,
2970,Intel Celeron 3205U @ 1.50GHz,918,1,
2971,Intel Atom x5-Z8350 @ 1.44GHz,918,1,
2972,Qualcomm MSM8937,917,1,
2973,Intel Core2 Duo P7550 @ 2.26GHz,915,1,
2974,Intel Xeon 5148 @ 2.33GHz,912,1,
2975,AMD Turion II Dual-Core Mobile M540,912,1,
2976,Intel Pentium E5300 @ 2.60GHz,911,1,
2977,AMD Opteron 1218,910,1,
2978,Intel Core2 Duo P9300 @ 2.26GHz,909,1,
2979,AMD Opteron 2220 SE,909,1,
2980,AMD A4-9120e,909,1,
2981,Intel Celeron N2920 @ 1.86GHz,907,1,
2982,MT8768WD,905,1,
2983,Intel Pentium B960 @ 2.20GHz,904,1,
2984,Intel Core i5-520UM @ 1.07GHz,902,1,
2985,Intel Xeon 3.73GHz,901,1,
2986,Intel Core2 Duo T9550 @ 2.66GHz,899,1,
2987,AMD Athlon II N370 Dual-Core,899,1,
2988,Intel U4100 @ 1.30GHz,898,1,
2989,AMD Turion 64 X2 TL-58,897,1,
2990,Intel Pentium G620T @ 2.20GHz,896,1,
2991,AMD E1-6010 APU with AMD Radeon R2 Graphics,896,1,
2992,Intel Core i3-2375M @ 1.50GHz,894,1,
2993,Intel Xeon 5133 @ 2.20GHz,887,1,
2994,Intel Core2 Duo E6600 @ 2.40GHz,887,1,
2995,AMD Turion II P540 Dual-Core,884,1,
2996,AMD Phenom X2 Dual-Core GP-7730,884,1,
2997,Intel Core2 Duo T8300 @ 2.40GHz,883,1,
2998,AMD Athlon 64 X2 Dual Core 5600+,883,1,
2999,Qualcomm Technologies,score,percentage,1
3000,Intel Pentium P6300 @ 2.27GHz,881,1,
3001,Intel Core i3-2377M @ 1.50GHz,879,1,
3002,AMD Sempron X2 190,879,1,
3003,Intel Pentium N3510 @ 1.99GHz,878,1,
3004,Intel Atom x5-E3930 @ 1.30GHz,878,1,
3005,AMD Turion II N550 Dual-Core,877,1,
3006,AMD Athlon 64 X2 Dual Core 5400+,876,1,
3007,Athlon 64 Dual Core 5600+,875,1,
3008,Samsung Exynos 7580,874,1,
3009,Qualcomm Technologies,score,percentage,1
